,uid,iid,rui,est,details,Iu,Ui,err
19178,35857,0671034022,0.0,0.8484928274145684,{'was_impossible': False},188,34,0.8484928274145684
23378,158262,0441627404,0.0,0.8486183204624884,{'was_impossible': False},12,36,0.8486183204624884
22320,185233,0451163524,0.0,0.8487302059317234,{'was_impossible': False},338,48,0.8487302059317234
21442,124942,0446612790,0.0,0.8487685384838786,{'was_impossible': False},164,110,0.8487685384838786
31963,257368,0446671002,0.0,0.8489405620913151,{'was_impossible': False},2,21,0.8489405620913151
8570,233911,0842342702,0.0,0.8495468979992475,{'was_impossible': False},42,50,0.8495468979992475
7843,91203,000649840X,0.0,0.8495603721369565,{'was_impossible': False},45,32,0.8495603721369565
20762,52584,0440213029,0.0,0.8496908882898191,{'was_impossible': False},317,39,0.8496908882898191
31088,69405,0440176484,0.0,0.8497258430863175,{'was_impossible': False},62,57,0.8497258430863175
31147,127623,0446353205,0.0,0.8497998068607151,{'was_impossible': False},15,45,0.8497998068607151
20387,106273,0440234743,0.0,0.8498374155809441,{'was_impossible': False},17,166,0.8498374155809441
7506,116599,067189109X,0.0,0.850210284275482,{'was_impossible': False},49,31,0.850210284275482
28746,151589,0515132268,0.0,0.8502476331042552,{'was_impossible': False},43,39,0.8502476331042552
22268,69355,0871136791,8.0,0.8504202254623965,{'was_impossible': False},100,59,7.149579774537603
25393,269566,0553573136,0.0,0.8504570618811031,{'was_impossible': False},266,70,0.8504570618811031
21562,36606,0440211263,5.0,0.8507289293781695,{'was_impossible': False},247,122,4.149271070621831
21084,93085,0440222656,0.0,0.8507938998082121,{'was_impossible': False},59,206,0.8507938998082121
7511,227447,0446678457,0.0,0.8509876673051204,{'was_impossible': False},300,27,0.8509876673051204
22622,68555,0553569570,0.0,0.8516741092371571,{'was_impossible': False},177,30,0.8516741092371571
2063,168036,0440205573,0.0,0.851951995914547,{'was_impossible': False},43,31,0.851951995914547
14904,31919,0345422392,0.0,0.8519539611434506,{'was_impossible': False},46,31,0.8519539611434506
31826,29855,0553571885,0.0,0.8520041118048862,{'was_impossible': False},72,61,0.8520041118048862
20270,225986,0425158594,0.0,0.8520373903144849,{'was_impossible': False},30,38,0.8520373903144849
33744,225763,0553292722,0.0,0.8520911810274696,{'was_impossible': False},140,62,0.8520911810274696
27391,59390,0553572326,0.0,0.8522344384922751,{'was_impossible': False},60,55,0.8522344384922751
4367,52584,0345441133,0.0,0.8523458420653789,{'was_impossible': False},317,49,0.8523458420653789
19483,231210,0451183665,0.0,0.852375788145044,{'was_impossible': False},218,75,0.852375788145044
11570,187170,0345353145,0.0,0.852466296260604,{'was_impossible': False},43,153,0.852466296260604
11551,102967,0451160525,0.0,0.8525950694860904,{'was_impossible': False},383,76,0.8525950694860904
1451,201526,0345368754,0.0,0.8526066222691735,{'was_impossible': False},81,58,0.8526066222691735
32671,6251,0451203895,0.0,0.8526458855692531,{'was_impossible': False},172,73,0.8526458855692531
15593,111174,0374129983,0.0,0.8531929318996094,{'was_impossible': False},65,42,0.8531929318996094
21305,243077,0553278398,0.0,0.8533575764046581,{'was_impossible': False},28,24,0.8533575764046581
11402,256407,0451184726,0.0,0.8534957842239657,{'was_impossible': False},128,33,0.8534957842239657
34517,63938,0375502238,0.0,0.8537381097366321,{'was_impossible': False},79,54,0.8537381097366321
2750,227447,0451124340,0.0,0.8537618619564595,{'was_impossible': False},300,31,0.8537618619564595
26780,135045,0380796104,0.0,0.853776441407192,{'was_impossible': False},158,27,0.853776441407192
12279,208147,0385721420,0.0,0.8541201977819564,{'was_impossible': False},83,77,0.8541201977819564
16896,36836,0671742515,0.0,0.8541803854758729,{'was_impossible': False},160,23,0.8541803854758729
975,5483,0440211263,0.0,0.8542258659162107,{'was_impossible': False},17,122,0.8542258659162107
11776,245827,0425158616,0.0,0.8543074303292784,{'was_impossible': False},120,108,0.8543074303292784
19312,113519,044023722X,0.0,0.8546183290242135,{'was_impossible': False},221,212,0.8546183290242135
7778,53628,0449203794,0.0,0.854760482045297,{'was_impossible': False},21,42,0.854760482045297
32377,89361,0971880107,0.0,0.8547834656441753,{'was_impossible': False},3,609,0.8547834656441753
12024,265115,0515133302,0.0,0.8550432026498602,{'was_impossible': False},236,47,0.8550432026498602
23862,18067,0425174271,0.0,0.8550876544251986,{'was_impossible': False},53,46,0.8550876544251986
8787,196077,0375706771,9.0,0.8552721729144741,{'was_impossible': False},276,170,8.144727827085525
13397,127359,1551668246,0.0,0.8552858554123135,{'was_impossible': False},122,35,0.8552858554123135
5,78783,0446353957,0.0,0.8554994617693545,{'was_impossible': False},353,30,0.8554994617693545
5930,156150,0399146253,0.0,0.8555509421498324,{'was_impossible': False},169,42,0.8555509421498324
24532,15408,0679439382,0.0,0.8558092338913896,{'was_impossible': False},102,40,0.8558092338913896
34843,152354,0440213282,0.0,0.8562254646363066,{'was_impossible': False},36,35,0.8562254646363066
10947,87555,0425114236,0.0,0.8562887630111204,{'was_impossible': False},178,31,0.8562887630111204
22588,39646,0345417623,0.0,0.8563183727958681,{'was_impossible': False},159,126,0.8563183727958681
20845,228998,0671689746,0.0,0.8565327837813959,{'was_impossible': False},193,39,0.8565327837813959
9043,77940,0515122491,0.0,0.8566880283877638,{'was_impossible': False},62,38,0.8566880283877638
12800,167800,038572179X,0.0,0.856857012068559,{'was_impossible': False},104,76,0.856857012068559
16672,201768,0451180429,0.0,0.8570619970821545,{'was_impossible': False},45,40,0.8570619970821545
13574,217375,080410753X,0.0,0.8570705744801919,{'was_impossible': False},231,125,0.8570705744801919
10123,31846,0743203631,0.0,0.8572146069551512,{'was_impossible': False},35,39,0.8572146069551512
29502,226545,0553584383,0.0,0.8572269138532862,{'was_impossible': False},117,25,0.8572269138532862
20914,29915,0804111359,0.0,0.8573722792062874,{'was_impossible': False},23,88,0.8573722792062874
11761,78834,0345424719,0.0,0.8574772327622282,{'was_impossible': False},142,69,0.8574772327622282
30052,178240,0446606812,0.0,0.8575053310963603,{'was_impossible': False},38,163,0.8575053310963603
29973,113519,0375706771,8.0,0.8575771040418436,{'was_impossible': False},221,170,7.142422895958156
6142,256167,0671873202,0.0,0.8578119987071993,{'was_impossible': False},71,32,0.8578119987071993
2982,230522,0446394521,0.0,0.8578774941922713,{'was_impossible': False},330,85,0.8578774941922713
10514,112026,0446605239,0.0,0.8579085021858108,{'was_impossible': False},130,207,0.8579085021858108
25480,245827,0446605409,0.0,0.8581204185563138,{'was_impossible': False},120,43,0.8581204185563138
4419,140184,0425126064,0.0,0.8582148864736308,{'was_impossible': False},15,46,0.8582148864736308
26936,38464,0451408888,0.0,0.8584840908697904,{'was_impossible': False},20,30,0.8584840908697904
20616,128208,0440235596,0.0,0.8587015601174044,{'was_impossible': False},79,106,0.8587015601174044
5906,167223,0553579606,0.0,0.8588335631383737,{'was_impossible': False},16,81,0.8588335631383737
8874,35859,0451177096,0.0,0.8590157311151516,{'was_impossible': False},568,84,0.8590157311151516
7561,171078,0440224624,0.0,0.8590695183419155,{'was_impossible': False},42,82,0.8590695183419155
33574,170861,0425167313,0.0,0.859123233230318,{'was_impossible': False},43,93,0.859123233230318
10594,255218,0515103292,0.0,0.8591250554936216,{'was_impossible': False},49,29,0.8591250554936216
3867,88937,0553582135,0.0,0.8592106733453462,{'was_impossible': False},66,74,0.8592106733453462
33289,96771,0425165701,0.0,0.8593003034840627,{'was_impossible': False},23,38,0.8593003034840627
1521,186570,0345378482,6.0,0.8593256097439896,{'was_impossible': False},96,59,5.14067439025601
22506,273979,0671759329,0.0,0.8597220708544688,{'was_impossible': False},134,42,0.8597220708544688
30560,115120,0671755064,0.0,0.8598385765149636,{'was_impossible': False},241,22,0.8598385765149636
14288,76352,051511779X,0.0,0.8602154337567547,{'was_impossible': False},487,41,0.8602154337567547
21248,234623,0804117683,0.0,0.8602205828976561,{'was_impossible': False},235,22,0.8602205828976561
5829,250764,0515132187,0.0,0.860253005514604,{'was_impossible': False},61,71,0.860253005514604
4176,265115,0446612545,0.0,0.8604650912462302,{'was_impossible': False},236,108,0.8604650912462302
32007,180917,0684815451,0.0,0.8605248061336803,{'was_impossible': False},29,28,0.8605248061336803
12722,35859,0316602906,0.0,0.8606741907727897,{'was_impossible': False},568,47,0.8606741907727897
20005,256407,1558744630,0.0,0.8607407418249806,{'was_impossible': False},128,49,0.8607407418249806
23214,143253,0440110653,0.0,0.8607532762812997,{'was_impossible': False},106,27,0.8607532762812997
7821,180586,0446608890,0.0,0.8608231547599514,{'was_impossible': False},41,73,0.8608231547599514
9617,277478,0425146413,0.0,0.8610142632948783,{'was_impossible': False},18,45,0.8610142632948783
27759,84024,0061099341,0.0,0.86118677385514,{'was_impossible': False},85,30,0.86118677385514
29657,149084,0345450892,0.0,0.861217851656241,{'was_impossible': False},38,21,0.861217851656241
12413,32195,0440224764,0.0,0.8612975914778886,{'was_impossible': False},107,151,0.8612975914778886
27567,225810,0345453816,0.0,0.8613110801389858,{'was_impossible': False},219,32,0.8613110801389858
34648,69697,0553583468,0.0,0.8615744104092284,{'was_impossible': False},145,49,0.8615744104092284
22303,127200,0440170796,0.0,0.8618690667708873,{'was_impossible': False},98,37,0.8618690667708873
22411,25601,0316602051,0.0,0.8618800018660535,{'was_impossible': False},24,43,0.8618800018660535
30428,208147,051512608X,0.0,0.862177863690949,{'was_impossible': False},83,65,0.862177863690949
13758,207563,0446527793,0.0,0.8623946861617509,{'was_impossible': False},24,34,0.8623946861617509
10597,59390,0440241537,0.0,0.8625520158470981,{'was_impossible': False},60,76,0.8625520158470981
26843,267409,0449219461,9.0,0.8627301205864433,{'was_impossible': False},42,79,8.137269879413557
18144,35859,0312995423,0.0,0.8631678182109379,{'was_impossible': False},568,63,0.8631678182109379
24835,135831,044651862X,0.0,0.8631824068584835,{'was_impossible': False},114,78,0.8631824068584835
19327,117594,0553099558,10.0,0.8632910648370078,{'was_impossible': False},42,30,9.136708935162993
12988,76352,0060987561,0.0,0.8635890976933371,{'was_impossible': False},487,99,0.8635890976933371
29017,59390,034541389X,0.0,0.8636612959472281,{'was_impossible': False},60,70,0.8636612959472281
20760,231210,0440221471,0.0,0.8638622924065773,{'was_impossible': False},218,166,0.8638622924065773
28910,170184,0399150897,0.0,0.8641972182648483,{'was_impossible': False},48,59,0.8641972182648483
33996,23768,0440221595,0.0,0.86438768684299,{'was_impossible': False},336,68,0.86438768684299
6279,142093,014025448X,0.0,0.8643928082898336,{'was_impossible': False},60,88,0.8643928082898336
24543,37019,0425167313,0.0,0.8644914692235117,{'was_impossible': False},11,93,0.8644914692235117
32415,87555,0425152251,0.0,0.8645375108328266,{'was_impossible': False},178,74,0.8645375108328266
33677,31315,0451408888,0.0,0.864572685667272,{'was_impossible': False},251,30,0.864572685667272
293,227884,0061030635,0.0,0.8645956055917399,{'was_impossible': False},29,25,0.8645956055917399
25240,196047,0312989393,0.0,0.8646427829197372,{'was_impossible': False},59,29,0.8646427829197372
22837,62895,0440220602,0.0,0.8649249883982368,{'was_impossible': False},60,164,0.8649249883982368
17712,102967,0345417623,0.0,0.8649450979801114,{'was_impossible': False},383,126,0.8649450979801114
14160,35859,0380725827,0.0,0.8649571000513334,{'was_impossible': False},568,26,0.8649571000513334
25545,53430,0440214041,0.0,0.8649703426920785,{'was_impossible': False},16,235,0.8649703426920785
14613,141710,0449221504,0.0,0.8649716040713327,{'was_impossible': False},133,97,0.8649716040713327
32040,230708,0446606189,0.0,0.8650459471879595,{'was_impossible': False},61,92,0.8650459471879595
8252,217375,0515133973,0.0,0.8651404573901393,{'was_impossible': False},231,65,0.8651404573901393
16671,273979,0140293248,7.0,0.8651670294377807,{'was_impossible': False},134,155,6.134832970562219
14286,148744,0345353145,0.0,0.8652415488056993,{'was_impossible': False},249,153,0.8652415488056993
20791,232131,0375506276,0.0,0.865309457986851,{'was_impossible': False},353,19,0.865309457986851
12733,35050,0380718340,0.0,0.8654062377973526,{'was_impossible': False},142,96,0.8654062377973526
27480,219254,0446360589,0.0,0.8657526277720631,{'was_impossible': False},18,84,0.8657526277720631
12804,179744,0451181379,0.0,0.8657536825851311,{'was_impossible': False},27,66,0.8657536825851311
21114,268330,0440206154,0.0,0.8657570466958531,{'was_impossible': False},134,162,0.8657570466958531
22792,238120,0805036377,0.0,0.86599051283198,{'was_impossible': False},325,35,0.86599051283198
6043,149690,0446394521,8.0,0.8660464267342638,{'was_impossible': False},41,85,7.133953573265736
26944,29259,0671673688,0.0,0.8660533387969183,{'was_impossible': False},120,69,0.8660533387969183
7292,23768,0060929871,8.0,0.8661734342380403,{'was_impossible': False},336,46,7.13382656576196
13450,198621,0440180295,0.0,0.866327902148337,{'was_impossible': False},33,52,0.866327902148337
31481,227447,0671793489,0.0,0.8663321982623766,{'was_impossible': False},300,75,0.8663321982623766
33208,176902,0451186923,0.0,0.8664478958183195,{'was_impossible': False},36,47,0.8664478958183195
349,262399,0449221482,0.0,0.8669582959016036,{'was_impossible': False},164,90,0.8669582959016036
18826,185233,0316782505,0.0,0.8669632246985375,{'was_impossible': False},338,56,0.8669632246985375
17480,112026,0380710218,0.0,0.8669988964383766,{'was_impossible': False},130,69,0.8669988964383766
18590,231210,0446603716,0.0,0.8670560661918354,{'was_impossible': False},218,68,0.8670560661918354
23772,87974,0446530077,0.0,0.8675622881500997,{'was_impossible': False},30,36,0.8675622881500997
6209,206567,0440225701,0.0,0.8675628582714288,{'was_impossible': False},68,154,0.8675628582714288
4241,26544,0515128554,9.0,0.8675824034994766,{'was_impossible': False},190,82,8.132417596500524
12086,172742,0345354613,0.0,0.8677163367335097,{'was_impossible': False},178,49,0.8677163367335097
12336,3363,0440224675,0.0,0.8677821440513547,{'was_impossible': False},116,140,0.8677821440513547
4701,91203,0449003787,0.0,0.8681143942735883,{'was_impossible': False},45,76,0.8681143942735883
30361,52584,0553295977,0.0,0.8682566262790248,{'was_impossible': False},317,50,0.8682566262790248
8926,230522,0679744398,8.0,0.868263387883818,{'was_impossible': False},330,58,7.131736612116182
28533,131046,0385490992,0.0,0.8682865537956619,{'was_impossible': False},133,54,0.8682865537956619
11536,244349,0446350982,0.0,0.8683304419671416,{'was_impossible': False},45,51,0.8683304419671416
28362,159033,0441569595,0.0,0.8683670579273699,{'was_impossible': False},161,61,0.8683670579273699
18135,182987,0345366239,0.0,0.8687320641980776,{'was_impossible': False},21,45,0.8687320641980776
21088,131046,0671695169,0.0,0.8687586665111089,{'was_impossible': False},133,46,0.8687586665111089
19560,232131,0446604232,0.0,0.8689082039069294,{'was_impossible': False},353,51,0.8689082039069294
29315,113519,1558744630,0.0,0.8689535582577983,{'was_impossible': False},221,49,0.8689535582577983
13584,69355,0345351525,0.0,0.868970090512557,{'was_impossible': False},100,121,0.868970090512557
34079,232131,034540288X,0.0,0.8690499358070851,{'was_impossible': False},353,112,0.8690499358070851
16702,167800,0515131229,0.0,0.8692094460408522,{'was_impossible': False},104,117,0.8692094460408522
29695,16916,0671673688,0.0,0.8692905394815538,{'was_impossible': False},70,69,0.8692905394815538
17289,93085,0345465083,0.0,0.86936845965083,{'was_impossible': False},59,82,0.86936845965083
29338,190708,0440235774,0.0,0.8695127169036174,{'was_impossible': False},94,24,0.8695127169036174
12905,128835,0345298349,9.0,0.8696495645628808,{'was_impossible': False},123,49,8.13035043543712
16766,56856,0345380371,0.0,0.8699299033057828,{'was_impossible': False},206,116,0.8699299033057828
32634,185233,0440221315,0.0,0.8700045918447878,{'was_impossible': False},338,44,0.8700045918447878
25639,167471,044021873X,0.0,0.8702255157365713,{'was_impossible': False},99,28,0.8702255157365713
21036,51571,0440241537,0.0,0.8703742428112327,{'was_impossible': False},12,76,0.8703742428112327
25790,184299,0440218535,0.0,0.8705292086436394,{'was_impossible': False},164,47,0.8705292086436394
21268,123981,0446604232,0.0,0.8707477774379302,{'was_impossible': False},234,51,0.8707477774379302
31729,175003,014100018X,0.0,0.8709143670020851,{'was_impossible': False},292,70,0.8709143670020851
22706,226545,0553292722,0.0,0.8710223899852747,{'was_impossible': False},117,62,0.8710223899852747
2616,43806,1551668912,0.0,0.8711705729860801,{'was_impossible': False},51,39,0.8711705729860801
29391,183101,0743203631,0.0,0.8711904940729067,{'was_impossible': False},24,39,0.8711904940729067
7436,56856,0743467523,0.0,0.8712125457740185,{'was_impossible': False},206,39,0.8712125457740185
16753,146348,0425152499,0.0,0.871654769336631,{'was_impossible': False},79,33,0.871654769336631
17125,205980,006101351X,0.0,0.8717134334156573,{'was_impossible': False},44,170,0.8717134334156573
21678,172030,0451186362,0.0,0.8718325543527585,{'was_impossible': False},111,66,0.8718325543527585
16773,15819,0425176932,0.0,0.8720022840413313,{'was_impossible': False},17,25,0.8720022840413313
1461,189334,0515111279,0.0,0.8720305106931026,{'was_impossible': False},99,32,0.8720305106931026
7071,69232,0345427637,0.0,0.8720562348455592,{'was_impossible': False},140,80,0.8720562348455592
13972,36606,0375706771,0.0,0.872122335561101,{'was_impossible': False},247,170,0.872122335561101
5166,26593,0446604275,0.0,0.8721370917930833,{'was_impossible': False},33,50,0.8721370917930833
27065,244349,0345378482,0.0,0.8721777290513715,{'was_impossible': False},45,59,0.8721777290513715
10261,146113,0345298349,0.0,0.8722009600009475,{'was_impossible': False},112,49,0.8722009600009475
26980,266226,0316601950,0.0,0.8722337724155806,{'was_impossible': False},132,212,0.8722337724155806
29218,204864,0060529709,0.0,0.8724110512378715,{'was_impossible': False},341,24,0.8724110512378715
8890,201641,0671028367,0.0,0.8724480610592695,{'was_impossible': False},46,36,0.8724480610592695
12445,226545,0373243286,0.0,0.872639055076597,{'was_impossible': False},117,49,0.872639055076597
27867,157273,0312971125,0.0,0.8730454123976319,{'was_impossible': False},131,59,0.8730454123976319
1860,78783,0553582143,0.0,0.8732474927877549,{'was_impossible': False},353,59,0.8732474927877549
29066,185233,1558743316,0.0,0.8738780761695555,{'was_impossible': False},338,37,0.8738780761695555
11066,43842,0515133639,0.0,0.8743993466601425,{'was_impossible': False},190,34,0.8743993466601425
27883,195694,0451186362,0.0,0.8745243951502331,{'was_impossible': False},158,66,0.8745243951502331
16168,55492,0553213172,0.0,0.8746225327669626,{'was_impossible': False},366,53,0.8746225327669626
5786,145619,0440234743,0.0,0.8747734339251438,{'was_impossible': False},87,166,0.8747734339251438
5517,213350,0312966091,0.0,0.8747747018420005,{'was_impossible': False},58,124,0.8747747018420005
11614,23768,0671741187,0.0,0.874882916812803,{'was_impossible': False},336,47,0.874882916812803
33357,273110,0425178765,0.0,0.8749716345194689,{'was_impossible': False},35,53,0.8749716345194689
31347,198711,0451161351,0.0,0.875076925132988,{'was_impossible': False},356,34,0.875076925132988
26409,230249,080410526X,0.0,0.8751204986843759,{'was_impossible': False},43,135,0.8751204986843759
483,23768,1573228214,0.0,0.8754240201449233,{'was_impossible': False},336,29,0.8754240201449233
29341,120093,0553582755,0.0,0.8755182463119162,{'was_impossible': False},52,71,0.8755182463119162
10433,242361,0767915054,0.0,0.8757202949224643,{'was_impossible': False},61,44,0.8757202949224643
29549,256407,0553582364,0.0,0.8757659807427547,{'was_impossible': False},128,26,0.8757659807427547
6829,274308,0425135721,0.0,0.8757683516991399,{'was_impossible': False},160,34,0.8757683516991399
16865,98499,0061031429,0.0,0.875824786399864,{'was_impossible': False},4,28,0.875824786399864
9011,78783,0446607193,0.0,0.8758825407982138,{'was_impossible': False},353,48,0.8758825407982138
8423,130474,051513287X,0.0,0.8761461122795771,{'was_impossible': False},197,117,0.8761461122795771
12937,175003,0515137111,0.0,0.8762193535427043,{'was_impossible': False},292,25,0.8762193535427043
10149,110973,0446360589,0.0,0.8763127890201845,{'was_impossible': False},231,84,0.8763127890201845
17623,231210,0553284789,7.0,0.8765807187714976,{'was_impossible': False},218,102,6.123419281228502
23509,35857,0515124214,0.0,0.8765968601829992,{'was_impossible': False},188,62,0.8765968601829992
22063,35050,0441003257,0.0,0.8766362233091838,{'was_impossible': False},142,65,0.8766362233091838
9712,220278,0375727345,0.0,0.8768780607546083,{'was_impossible': False},64,193,0.8768780607546083
16412,78783,0446360856,0.0,0.8769027986227589,{'was_impossible': False},353,41,0.8769027986227589
633,69232,0671014919,0.0,0.8770123374588827,{'was_impossible': False},140,57,0.8770123374588827
20144,176902,006101351X,0.0,0.8770413054885489,{'was_impossible': False},36,170,0.8770413054885489
24646,96493,0971880107,0.0,0.8770620751311997,{'was_impossible': False},9,609,0.8770620751311997
4201,226393,0425182908,0.0,0.8771306596761905,{'was_impossible': False},26,89,0.8771306596761905
32399,21356,0786866276,7.0,0.8772791741255723,{'was_impossible': False},31,29,6.122720825874428
6132,224349,034541389X,0.0,0.8772908628325933,{'was_impossible': False},174,70,0.8772908628325933
18464,205980,0671568175,5.0,0.8774210840130023,{'was_impossible': False},44,68,4.122578915986997
486,268330,0515136530,0.0,0.8775671419007165,{'was_impossible': False},134,64,0.8775671419007165
29430,264321,059045367X,0.0,0.8776023233418524,{'was_impossible': False},70,33,0.8776023233418524
31472,252071,0671693816,6.0,0.8776329563107825,{'was_impossible': False},113,54,5.122367043689217
1218,28204,0671028383,0.0,0.8777292787795097,{'was_impossible': False},131,33,0.8777292787795097
27511,112881,0684872153,0.0,0.8777859512251749,{'was_impossible': False},110,121,0.8777859512251749
13819,266226,0451161343,0.0,0.8782381662753462,{'was_impossible': False},132,36,0.8782381662753462
3941,43842,038082101X,0.0,0.8783247326063637,{'was_impossible': False},190,54,0.8783247326063637
12772,30972,0743411250,0.0,0.8783361947323596,{'was_impossible': False},105,62,0.8783361947323596
13313,196985,0446606189,0.0,0.8783772085788883,{'was_impossible': False},31,92,0.8783772085788883
28117,198711,0345446666,0.0,0.8784453805229164,{'was_impossible': False},356,23,0.8784453805229164
28211,159376,0425083837,0.0,0.8787955872707689,{'was_impossible': False},46,70,0.8787955872707689
13528,269566,0446363251,0.0,0.8788163287066173,{'was_impossible': False},266,67,0.8788163287066173
34624,113983,0425180964,0.0,0.8788192554370591,{'was_impossible': False},25,47,0.8788192554370591
33296,101209,044011585X,0.0,0.8789184989179715,{'was_impossible': False},50,48,0.8789184989179715
33858,108005,0449221504,0.0,0.8790761650329499,{'was_impossible': False},81,97,0.8790761650329499
33484,82893,0553096834,0.0,0.8791663713360445,{'was_impossible': False},52,30,0.8791663713360445
29829,123790,1558744630,0.0,0.8791865627830258,{'was_impossible': False},97,49,0.8791865627830258
26194,238541,0345425308,0.0,0.8791969173040561,{'was_impossible': False},36,35,0.8791969173040561
840,185233,0449219461,0.0,0.8793191612569724,{'was_impossible': False},338,79,0.8793191612569724
8518,15408,140003065X,0.0,0.8794296094741727,{'was_impossible': False},102,56,0.8794296094741727
19258,124942,0425143325,8.0,0.8795370485826894,{'was_impossible': False},164,72,7.120462951417311
25969,35857,038533334X,0.0,0.8796491957825234,{'was_impossible': False},188,49,0.8796491957825234
5050,6251,0156628708,0.0,0.8806516827865951,{'was_impossible': False},172,62,0.8806516827865951
29310,146175,0425144429,0.0,0.8809172848636111,{'was_impossible': False},56,61,0.8809172848636111
15867,112881,0312278586,0.0,0.8813256904764311,{'was_impossible': False},110,169,0.8813256904764311
22077,128208,0385265700,0.0,0.8815041481635453,{'was_impossible': False},79,145,0.8815041481635453
18320,238541,0061013315,0.0,0.8815859993936748,{'was_impossible': False},36,32,0.8815859993936748
16992,102967,0553279912,0.0,0.8816695739968208,{'was_impossible': False},383,163,0.8816695739968208
19733,180917,0671016652,0.0,0.8816896551185429,{'was_impossible': False},29,35,0.8816896551185429
21189,168144,0671004565,0.0,0.8818001481256783,{'was_impossible': False},44,72,0.8818001481256783
34630,254971,0684872153,0.0,0.8818884694661326,{'was_impossible': False},91,121,0.8818884694661326
1895,211426,0451202503,0.0,0.8819115800877766,{'was_impossible': False},218,31,0.8819115800877766
24642,55492,0515102652,0.0,0.8819709491467667,{'was_impossible': False},366,41,0.8819709491467667
12709,35859,0425137562,8.0,0.8820170956575193,{'was_impossible': False},568,35,7.1179829043424805
16260,110973,0743411269,0.0,0.8820588658291424,{'was_impossible': False},231,27,0.8820588658291424
24665,146113,0671000314,0.0,0.8820618225118348,{'was_impossible': False},112,30,0.8820618225118348
2064,124489,0345351525,0.0,0.8822206545994791,{'was_impossible': False},50,121,0.8822206545994791
2343,231210,0441783589,0.0,0.8823537359412166,{'was_impossible': False},218,32,0.8823537359412166
19077,170184,0446610399,0.0,0.8824436669938425,{'was_impossible': False},48,82,0.8824436669938425
7702,230522,0451183665,0.0,0.8825003787826708,{'was_impossible': False},330,75,0.8825003787826708
4055,231210,0156711427,0.0,0.8826065196340696,{'was_impossible': False},218,31,0.8826065196340696
32273,98741,037582233X,0.0,0.8827845849943867,{'was_impossible': False},235,31,0.8827845849943867
31945,78834,0679439382,0.0,0.8827931165718765,{'was_impossible': False},142,40,0.8827931165718765
23523,66385,0671034022,0.0,0.8829490721420583,{'was_impossible': False},23,34,0.8829490721420583
20295,114868,080411868X,0.0,0.8829799050662679,{'was_impossible': False},107,100,0.8829799050662679
25316,230496,0515126772,0.0,0.8833293083905807,{'was_impossible': False},80,84,0.8833293083905807
17879,39646,0375502025,0.0,0.8833470687840421,{'was_impossible': False},159,29,0.8833470687840421
27166,68555,0425171884,5.0,0.8836990579300781,{'was_impossible': False},177,36,4.1163009420699215
6298,130474,0515130389,0.0,0.8837564718499495,{'was_impossible': False},197,77,0.8837564718499495
12048,205980,042513699X,0.0,0.8837812848826383,{'was_impossible': False},44,70,0.8837812848826383
20841,242824,0671880608,0.0,0.8840999922214032,{'was_impossible': False},108,36,0.8840999922214032
25791,133682,0425136191,0.0,0.8841081134407975,{'was_impossible': False},20,36,0.8841081134407975
1690,244688,0767913000,0.0,0.8841084955173497,{'was_impossible': False},59,34,0.8841084955173497
27294,224435,0312925883,0.0,0.8841283574302337,{'was_impossible': False},68,23,0.8841283574302337
1596,73196,0440226104,0.0,0.88430321296102,{'was_impossible': False},43,122,0.88430321296102
17498,25601,0316602906,0.0,0.8843797463764804,{'was_impossible': False},24,47,0.8843797463764804
21079,26544,0440235596,0.0,0.8844318796615165,{'was_impossible': False},190,106,0.8844318796615165
681,102967,0553279378,0.0,0.8845392942083168,{'was_impossible': False},383,85,0.8845392942083168
24060,228764,051512608X,0.0,0.8846884755685203,{'was_impossible': False},111,65,0.8846884755685203
16845,150124,0671793535,0.0,0.884710725530417,{'was_impossible': False},51,37,0.884710725530417
35065,129008,0446611611,0.0,0.8847117697360516,{'was_impossible': False},44,33,0.8847117697360516
9562,230522,0684815451,0.0,0.8848400503568381,{'was_impossible': False},330,28,0.8848400503568381
24980,101209,0425119920,0.0,0.884891956605971,{'was_impossible': False},50,26,0.884891956605971
25298,150124,042510107X,0.0,0.8855618725742747,{'was_impossible': False},51,84,0.8855618725742747
9869,77809,0553802496,0.0,0.8856019841806033,{'was_impossible': False},83,35,0.8856019841806033
25084,124079,0553579606,0.0,0.8857964518999901,{'was_impossible': False},31,81,0.8857964518999901
2524,195694,0380728133,0.0,0.8858397505962534,{'was_impossible': False},158,38,0.8858397505962534
514,76942,034539657X,0.0,0.8862205578566655,{'was_impossible': False},107,61,0.8862205578566655
17990,29855,0061098361,0.0,0.8862356006192216,{'was_impossible': False},72,33,0.8862356006192216
6817,167349,0671038443,0.0,0.8866357408969474,{'was_impossible': False},107,37,0.8866357408969474
7965,230249,044021145X,0.0,0.8866858182940891,{'was_impossible': False},43,250,0.8866858182940891
30042,62881,0312980159,0.0,0.8867681661443887,{'was_impossible': False},60,81,0.8867681661443887
12191,118434,0451203895,0.0,0.8868543356588032,{'was_impossible': False},14,73,0.8868543356588032
32509,115490,0440226430,0.0,0.8869648775636558,{'was_impossible': False},166,202,0.8869648775636558
4943,232131,0060977493,0.0,0.8872141308730788,{'was_impossible': False},353,85,0.8872141308730788
13702,196077,0553260111,0.0,0.8879146114991645,{'was_impossible': False},276,75,0.8879146114991645
