,uid,iid,rui,est,details,Iu,Ui,err
31390,23768,0445406518,0.0,0.6590915845743635,{'was_impossible': False},337,40,0.6590915845743635
585,35857,0345424719,0.0,0.6591103326153682,{'was_impossible': False},188,62,0.6591103326153682
25589,246655,051513287X,0.0,0.659145259542294,{'was_impossible': False},102,121,0.659145259542294
14746,178667,0345465083,0.0,0.6591784291281357,{'was_impossible': False},182,82,0.6591784291281357
30973,87746,0345413377,0.0,0.6592279488974662,{'was_impossible': False},159,35,0.6592279488974662
23994,73394,0515118656,0.0,0.659228413302541,{'was_impossible': False},224,46,0.659228413302541
13997,164027,0743469801,0.0,0.6594150635377205,{'was_impossible': False},78,33,0.6594150635377205
1794,232131,0743422910,0.0,0.6599230678726966,{'was_impossible': False},367,23,0.6599230678726966
17437,20115,0684835983,0.0,0.6599557116483539,{'was_impossible': False},53,30,0.6599557116483539
1255,269566,0804106304,8.0,0.6599996919071303,{'was_impossible': False},279,214,7.34000030809287
8478,119575,0446365505,0.0,0.6601040616814244,{'was_impossible': False},87,49,0.6601040616814244
17737,35859,0312289723,0.0,0.6601326938817407,{'was_impossible': False},548,26,0.6601326938817407
14154,210792,0679751521,0.0,0.6604782444796737,{'was_impossible': False},46,74,0.6604782444796737
19201,69697,0553576925,0.0,0.6604783305649933,{'was_impossible': False},142,35,0.6604783305649933
26388,8487,0440218535,0.0,0.6604848602812536,{'was_impossible': False},44,46,0.6604848602812536
23469,238781,0060930535,0.0,0.6605717011047463,{'was_impossible': False},173,168,0.6605717011047463
20266,57108,0385721420,0.0,0.6607473300613416,{'was_impossible': False},30,74,0.6607473300613416
25560,196466,0156006529,5.0,0.660764701765526,{'was_impossible': False},61,49,4.339235298234474
14007,67997,0452260116,0.0,0.6608535237956084,{'was_impossible': False},22,69,0.6608535237956084
33759,49109,0515127396,0.0,0.6612364230982415,{'was_impossible': False},102,37,0.6612364230982415
34063,49109,042510107X,0.0,0.661453345842385,{'was_impossible': False},102,78,0.661453345842385
28659,266226,0385336179,0.0,0.661479434336441,{'was_impossible': False},135,73,0.661479434336441
16713,144315,0553580221,0.0,0.6615001512783047,{'was_impossible': False},35,78,0.6615001512783047
18628,184299,0671749412,0.0,0.661795142710873,{'was_impossible': False},169,34,0.661795142710873
8385,238179,0440184053,0.0,0.6618732971308294,{'was_impossible': False},24,39,0.6618732971308294
34551,146564,0316693324,0.0,0.6618982558424822,{'was_impossible': False},32,30,0.6618982558424822
21640,235392,0380710722,0.0,0.6619269486194486,{'was_impossible': False},95,50,0.6619269486194486
17655,148744,0375727132,0.0,0.6619454158403735,{'was_impossible': False},250,56,0.6619454158403735
24207,116599,0515127221,0.0,0.6619477077147637,{'was_impossible': False},54,35,0.6619477077147637
2969,113519,042511774X,0.0,0.6620500922638102,{'was_impossible': False},211,92,0.6620500922638102
6941,38023,0446360589,0.0,0.6622745338290199,{'was_impossible': False},82,83,0.6622745338290199
2305,180586,0446603929,0.0,0.6623783714881566,{'was_impossible': False},43,53,0.6623783714881566
25425,93363,0440241073,0.0,0.662404849968872,{'was_impossible': False},84,148,0.662404849968872
16325,106273,044023722X,0.0,0.6624081553413175,{'was_impossible': False},18,203,0.6624081553413175
1877,33974,0312983867,0.0,0.6625302125727173,{'was_impossible': False},78,65,0.6625302125727173
16864,167349,0671025333,0.0,0.6626316744643426,{'was_impossible': False},103,36,0.6626316744643426
30906,76352,0451167538,0.0,0.6627976131783513,{'was_impossible': False},507,38,0.6627976131783513
10927,230522,0345413865,0.0,0.662849240888632,{'was_impossible': False},340,46,0.662849240888632
9688,196466,0671014196,7.0,0.6628792333166904,{'was_impossible': False},61,76,6.337120766683309
29492,271284,0440224764,0.0,0.6629375700815965,{'was_impossible': False},120,148,0.6629375700815965
24409,238120,0385722206,6.0,0.6630154108169246,{'was_impossible': False},304,134,5.336984589183075
2506,35859,0440223237,0.0,0.6631796066855162,{'was_impossible': False},548,36,0.6631796066855162
29749,166123,0786889020,0.0,0.6632054677141426,{'was_impossible': False},191,52,0.6632054677141426
9129,230522,0425158640,0.0,0.66336002665804,{'was_impossible': False},340,19,0.66336002665804
7347,178667,0743225325,0.0,0.6634684011366905,{'was_impossible': False},182,25,0.6634684011366905
5763,35050,0345314255,0.0,0.6638115149159769,{'was_impossible': False},142,51,0.6638115149159769
28998,274308,0345402308,0.0,0.6638223873041766,{'was_impossible': False},159,29,0.6638223873041766
6558,264637,0451183665,0.0,0.664064400582467,{'was_impossible': False},13,84,0.664064400582467
6025,213350,0425154092,0.0,0.6641686446032089,{'was_impossible': False},61,110,0.6641686446032089
26462,55492,0515132020,0.0,0.6641735804735387,{'was_impossible': False},369,108,0.6641735804735387
1271,28523,0060976845,0.0,0.6643476646401731,{'was_impossible': False},49,188,0.6643476646401731
27165,32721,0971880107,0.0,0.664421613845583,{'was_impossible': False},27,634,0.664421613845583
34272,26544,0515132020,0.0,0.6646174783422258,{'was_impossible': False},192,108,0.6646174783422258
29375,147141,0449205878,0.0,0.664785723911071,{'was_impossible': False},71,30,0.664785723911071
21351,73394,0804111359,0.0,0.6648418159150367,{'was_impossible': False},224,91,0.6648418159150367
24710,201017,0373484429,0.0,0.6648744358794538,{'was_impossible': False},56,48,0.6648744358794538
29214,115490,051513628X,0.0,0.6651179932197164,{'was_impossible': False},154,75,0.6651179932197164
1717,269566,0345380371,0.0,0.6654684390366663,{'was_impossible': False},279,111,0.6654684390366663
20807,87555,0060512822,0.0,0.6654975071709579,{'was_impossible': False},183,35,0.6654975071709579
23893,250645,0515130044,0.0,0.6656219787323028,{'was_impossible': False},36,31,0.6656219787323028
10173,106225,034540288X,0.0,0.665663248223068,{'was_impossible': False},204,125,0.665663248223068
25495,76352,0375706771,0.0,0.6658101622556738,{'was_impossible': False},507,168,0.6658101622556738
24627,81492,044023669X,0.0,0.6658165124844921,{'was_impossible': False},99,39,0.6658165124844921
29952,123981,0671004565,6.0,0.666009839561367,{'was_impossible': False},229,65,5.333990160438633
25341,278418,0020442203,0.0,0.6661884525185628,{'was_impossible': False},184,34,0.6661884525185628
6464,116599,0446604089,0.0,0.6662930375030938,{'was_impossible': False},54,22,0.6662930375030938
31582,156150,042518630X,0.0,0.6663103774757255,{'was_impossible': False},173,61,0.6663103774757255
31154,265115,0312974256,0.0,0.666362054927957,{'was_impossible': False},247,62,0.666362054927957
22570,130438,0425130711,0.0,0.66647828388235,{'was_impossible': False},46,43,0.66647828388235
18157,130474,0425126064,0.0,0.666559981629919,{'was_impossible': False},184,48,0.666559981629919
26648,52584,0515126772,0.0,0.6665693316823194,{'was_impossible': False},329,92,0.6665693316823194
25383,245963,0440200989,0.0,0.6666155042500668,{'was_impossible': False},145,53,0.6666155042500668
3156,78783,0452283027,0.0,0.6672892676737134,{'was_impossible': False},347,24,0.6672892676737134
135,167800,0316678104,0.0,0.6673243374811739,{'was_impossible': False},91,46,0.6673243374811739
17374,251422,0446611778,0.0,0.6673912769834989,{'was_impossible': False},105,50,0.6673912769834989
11121,129358,0373483899,0.0,0.6674485103780223,{'was_impossible': False},94,34,0.6674485103780223
6198,244349,0380717018,0.0,0.6676449833150051,{'was_impossible': False},52,78,0.6676449833150051
864,232131,0345427637,0.0,0.6678110309283554,{'was_impossible': False},367,83,0.6678110309283554
12654,230522,0440184053,0.0,0.6679597378189304,{'was_impossible': False},340,39,0.6679597378189304
5088,81609,0449003795,0.0,0.6681714326432491,{'was_impossible': False},20,92,0.6681714326432491
3786,222050,0671741209,0.0,0.6684387012282986,{'was_impossible': False},30,31,0.6684387012282986
6208,254971,0440214041,0.0,0.6685932704748849,{'was_impossible': False},77,226,0.6685932704748849
31998,87555,042510687X,0.0,0.6685940278985791,{'was_impossible': False},183,52,0.6685940278985791
9975,123790,067976402X,0.0,0.6686699454940217,{'was_impossible': False},94,243,0.6686699454940217
14180,44728,0312983824,0.0,0.6686785560157669,{'was_impossible': False},106,76,0.6686785560157669
19125,267249,0312971125,0.0,0.6688336473425733,{'was_impossible': False},33,70,0.6688336473425733
21964,170575,0671867091,0.0,0.6689039116342732,{'was_impossible': False},73,65,0.6689039116342732
10208,128208,0440226104,0.0,0.6690820466324248,{'was_impossible': False},85,120,0.6690820466324248
25721,167800,0425182878,0.0,0.6690881015041918,{'was_impossible': False},91,65,0.6690881015041918
23711,225763,067155302X,0.0,0.6694871907326254,{'was_impossible': False},144,30,0.6694871907326254
2456,170518,0684195984,0.0,0.6695397479017082,{'was_impossible': False},154,29,0.6695397479017082
5261,266226,0425147622,0.0,0.6695669816641203,{'was_impossible': False},135,97,0.6695669816641203
5006,14521,0451197747,0.0,0.6698002373007077,{'was_impossible': False},164,54,0.6698002373007077
25212,114414,0385503822,0.0,0.6700045121188194,{'was_impossible': False},206,54,0.6700045121188194
18712,177688,0971880107,0.0,0.6703208140384473,{'was_impossible': False},2,634,0.6703208140384473
32025,105979,0786866276,0.0,0.670335605045278,{'was_impossible': False},177,32,0.670335605045278
27699,76942,080411868X,6.0,0.6703386553675832,{'was_impossible': False},112,100,5.329661344632417
13989,275970,0449002632,0.0,0.6708253619886777,{'was_impossible': False},116,43,0.6708253619886777
23885,221445,1551668653,0.0,0.6709060140207102,{'was_impossible': False},163,41,0.6709060140207102
17490,111947,0553288342,0.0,0.671256271768849,{'was_impossible': False},50,28,0.671256271768849
7384,107021,044022165X,0.0,0.6714799456870888,{'was_impossible': False},71,162,0.6714799456870888
28423,274308,0553290789,0.0,0.6717408990441875,{'was_impossible': False},159,38,0.6717408990441875
4372,35859,0553560247,0.0,0.6717956720000917,{'was_impossible': False},548,61,0.6717956720000917
16982,234623,0345413369,0.0,0.671901281738654,{'was_impossible': False},235,43,0.671901281738654
18762,273979,0671867156,0.0,0.6719540689982275,{'was_impossible': False},128,75,0.6719540689982275
33772,52853,0553278592,7.0,0.6724651579942713,{'was_impossible': False},104,33,6.327534842005729
19323,32195,0425158616,5.0,0.6729663823242973,{'was_impossible': False},104,99,4.327033617675703
5962,36836,0688177751,0.0,0.6730187497882907,{'was_impossible': False},163,69,0.6730187497882907
15799,180586,0553290789,0.0,0.6731181990419075,{'was_impossible': False},43,38,0.6731181990419075
17583,244349,0440234743,0.0,0.6731841576680966,{'was_impossible': False},52,150,0.6731841576680966
11300,24539,0425121631,0.0,0.6731908968283571,{'was_impossible': False},18,50,0.6731908968283571
10298,24544,0440217490,0.0,0.6734701329473705,{'was_impossible': False},11,49,0.6734701329473705
31245,180957,0804106304,0.0,0.673796042918253,{'was_impossible': False},51,214,0.673796042918253
22255,266226,0553572997,0.0,0.6738180815488852,{'was_impossible': False},135,136,0.6738180815488852
6548,117594,1551668998,0.0,0.6743167017193428,{'was_impossible': False},43,43,0.6743167017193428
29217,52002,0345368754,0.0,0.6743363167606531,{'was_impossible': False},49,56,0.6743363167606531
21978,269566,0671034022,0.0,0.6743651311902024,{'was_impossible': False},279,39,0.6743651311902024
26631,115234,0425122123,0.0,0.6744391524372264,{'was_impossible': False},10,60,0.6744391524372264
415,256167,0440403278,0.0,0.6754408569422674,{'was_impossible': False},56,24,0.6754408569422674
6336,263877,0425147363,0.0,0.6754622936123573,{'was_impossible': False},109,62,0.6754622936123573
22626,39646,0440211263,0.0,0.6760272931722251,{'was_impossible': False},176,115,0.6760272931722251
19924,35859,0440183057,7.0,0.676078121972076,{'was_impossible': False},548,49,6.3239218780279245
30243,55548,0380718332,0.0,0.6764566310144082,{'was_impossible': False},127,94,0.6764566310144082
22657,52584,0440201926,0.0,0.6764992787582225,{'was_impossible': False},329,53,0.6764992787582225
22426,266226,0515136379,0.0,0.6776837472489652,{'was_impossible': False},135,62,0.6776837472489652
14435,24921,0671886665,0.0,0.6778969444690226,{'was_impossible': False},101,52,0.6778969444690226
21769,145451,0671041789,0.0,0.678217384886556,{'was_impossible': False},158,104,0.678217384886556
5529,8782,0440224829,0.0,0.6783040882865263,{'was_impossible': False},18,40,0.6783040882865263
22088,44728,0061097101,0.0,0.6785935161804009,{'was_impossible': False},106,96,0.6785935161804009
28051,105374,0684801469,0.0,0.6786717899850387,{'was_impossible': False},43,22,0.6786717899850387
16861,274308,0399150897,8.0,0.6787221677282957,{'was_impossible': False},159,50,7.321277832271704
28433,161348,0446606243,0.0,0.6787297172228626,{'was_impossible': False},24,32,0.6787297172228626
9992,113519,0451207521,0.0,0.6787961660860042,{'was_impossible': False},211,39,0.6787961660860042
2010,30261,0446516538,0.0,0.6788228663661151,{'was_impossible': False},35,73,0.6788228663661151
21106,11601,0440214041,0.0,0.6791305662909393,{'was_impossible': False},176,226,0.6791305662909393
24745,26544,0446607193,7.0,0.6792459420274937,{'was_impossible': False},192,41,6.320754057972506
4056,125692,0425116840,0.0,0.6793539989814548,{'was_impossible': False},107,83,0.6793539989814548
34043,225810,0440220602,0.0,0.6793638437286842,{'was_impossible': False},196,172,0.6793638437286842
9076,23768,0804111359,0.0,0.6795029815922924,{'was_impossible': False},337,91,0.6795029815922924
22503,190459,0399141464,0.0,0.6796080585893289,{'was_impossible': False},74,28,0.6796080585893289
33603,149084,0385508042,0.0,0.6798379988265726,{'was_impossible': False},49,85,0.6798379988265726
3598,26544,0449911004,0.0,0.6800702279257085,{'was_impossible': False},192,34,0.6800702279257085
23591,167349,0425172546,5.0,0.6801106626916915,{'was_impossible': False},103,81,4.319889337308308
6211,101209,0515127833,0.0,0.6802010932144145,{'was_impossible': False},52,69,0.6802010932144145
31429,145431,0316690619,0.0,0.6803335934539216,{'was_impossible': False},55,31,0.6803335934539216
21261,23768,0345391810,0.0,0.6804916692033358,{'was_impossible': False},337,28,0.6804916692033358
12771,125692,0345378490,0.0,0.6805145185706911,{'was_impossible': False},107,133,0.6805145185706911
12531,55492,1551669390,0.0,0.6808506542215094,{'was_impossible': False},369,30,0.6808506542215094
12532,69697,0553582127,0.0,0.6809158942312057,{'was_impossible': False},142,60,0.6809158942312057
2677,205735,0679442790,0.0,0.6810108518049127,{'was_impossible': False},77,33,0.6810108518049127
9869,242824,0373484410,0.0,0.6814070822531721,{'was_impossible': False},108,45,0.6814070822531721
10125,245827,0440221471,5.0,0.6814434909371818,{'was_impossible': False},115,162,4.318556509062818
6097,225810,0805059555,0.0,0.6814616431250138,{'was_impossible': False},196,40,0.6814616431250138
12521,117594,0670894508,0.0,0.6814714002687066,{'was_impossible': False},43,26,0.6814714002687066
22641,14521,0451203771,0.0,0.6816195006503982,{'was_impossible': False},164,80,0.6816195006503982
11830,144315,0440224845,0.0,0.6817837245188876,{'was_impossible': False},35,41,0.6817837245188876
1254,220278,0312278586,8.0,0.6818754734538173,{'was_impossible': False},60,178,7.318124526546183
1316,207499,0515113328,0.0,0.6820024782763681,{'was_impossible': False},63,34,0.6820024782763681
32981,148744,0679744398,0.0,0.6820736848873785,{'was_impossible': False},250,61,0.6820736848873785
25463,11601,0425178579,0.0,0.6821158433648726,{'was_impossible': False},176,53,0.6821158433648726
28833,115490,0812511816,0.0,0.6824246486339238,{'was_impossible': False},154,46,0.6824246486339238
34096,52853,0451155750,0.0,0.6824571151627035,{'was_impossible': False},104,35,0.6824571151627035
22999,123790,0425158632,0.0,0.6825043641966868,{'was_impossible': False},94,58,0.6825043641966868
18419,43246,0446607207,0.0,0.6827074157490554,{'was_impossible': False},275,34,0.6827074157490554
712,148744,034539657X,0.0,0.6827668970216123,{'was_impossible': False},250,65,0.6827668970216123
31421,55492,0061015725,10.0,0.6828215972283194,{'was_impossible': False},369,48,9.317178402771681
30895,207721,1558743669,10.0,0.6832437557881152,{'was_impossible': False},53,105,9.316756244211884
32332,60277,0446604666,0.0,0.6836859314192543,{'was_impossible': False},25,69,0.6836859314192543
5174,244688,0553271636,0.0,0.6837587343553728,{'was_impossible': False},55,111,0.6837587343553728
21434,268330,044021145X,0.0,0.6837783282105807,{'was_impossible': False},122,249,0.6837783282105807
17206,172742,0345427637,9.0,0.6837804308794211,{'was_impossible': False},184,83,8.316219569120578
4430,217375,0515133973,0.0,0.6840762016093196,{'was_impossible': False},256,62,0.6840762016093196
23822,120090,0553582526,0.0,0.6840787663756362,{'was_impossible': False},37,65,0.6840787663756362
26501,230249,0060199652,0.0,0.6843365348735981,{'was_impossible': False},45,42,0.6843365348735981
7462,44728,0446606812,0.0,0.6844422212512735,{'was_impossible': False},106,163,0.6844422212512735
11453,60278,0451204301,0.0,0.6845763229932889,{'was_impossible': False},12,29,0.6845763229932889
15815,274808,0061093327,0.0,0.6845856004496631,{'was_impossible': False},37,28,0.6845856004496631
20890,172030,0671743058,0.0,0.684769530161073,{'was_impossible': False},110,51,0.684769530161073
2643,145451,0553278274,0.0,0.684970334489069,{'was_impossible': False},158,33,0.684970334489069
29079,159033,0449003795,0.0,0.685250107359169,{'was_impossible': False},169,92,0.685250107359169
9221,35859,044021422X,0.0,0.6856191988334741,{'was_impossible': False},548,30,0.6856191988334741
34148,130474,0515121843,0.0,0.6857348729086457,{'was_impossible': False},184,64,0.6857348729086457
17483,149084,0345450892,0.0,0.6857443945183541,{'was_impossible': False},49,18,0.6857443945183541
14654,205980,0440224071,0.0,0.6857827845113698,{'was_impossible': False},57,19,0.6857827845113698
28069,113904,0425155943,0.0,0.6857924176681987,{'was_impossible': False},44,44,0.6857924176681987
14414,250184,080410946X,0.0,0.6858000626069731,{'was_impossible': False},111,38,0.6858000626069731
9733,225810,0060928336,0.0,0.6858208866779991,{'was_impossible': False},196,286,0.6858208866779991
31541,16943,1573229326,0.0,0.6859933155514852,{'was_impossible': False},16,78,0.6859933155514852
31105,110973,0373825013,0.0,0.6861272713942419,{'was_impossible': False},233,74,0.6861272713942419
18430,251642,0440221471,0.0,0.6861781026247864,{'was_impossible': False},29,162,0.6861781026247864
24355,55548,042513525X,0.0,0.6863169274162257,{'was_impossible': False},127,69,0.6863169274162257
27113,52584,0440224675,10.0,0.6864744324351433,{'was_impossible': False},329,138,9.313525567564856
24327,39646,0375707972,0.0,0.6866601106232446,{'was_impossible': False},176,156,0.6866601106232446
33155,52002,0312291639,0.0,0.6868772262018636,{'was_impossible': False},49,129,0.6868772262018636
2834,102967,0446604844,0.0,0.6869985392207969,{'was_impossible': False},401,39,0.6869985392207969
26282,238541,038542471X,0.0,0.6870085940858224,{'was_impossible': False},36,48,0.6870085940858224
23491,251613,0060928336,0.0,0.6871146293445682,{'was_impossible': False},124,286,0.6871146293445682
18861,256407,0425155404,0.0,0.6876220738803465,{'was_impossible': False},143,61,0.6876220738803465
8051,52584,044661162X,0.0,0.6878115502132975,{'was_impossible': False},329,27,0.6878115502132975
22301,267249,0553268880,0.0,0.6881555367647496,{'was_impossible': False},33,139,0.6881555367647496
27463,238120,0060173289,0.0,0.6882214055605247,{'was_impossible': False},304,45,0.6882214055605247
10299,76942,0440205573,0.0,0.6883096663134738,{'was_impossible': False},112,31,0.6883096663134738
29405,178667,0425136191,0.0,0.6883666173309679,{'was_impossible': False},182,41,0.6883666173309679
34634,178667,0743224574,0.0,0.6884017801098419,{'was_impossible': False},182,58,0.6884017801098419
18184,110029,8873122933,0.0,0.6884855320052405,{'was_impossible': False},58,18,0.6884855320052405
14348,230522,0446527017,0.0,0.6886340687907855,{'was_impossible': False},340,30,0.6886340687907855
28751,55927,0971880107,0.0,0.6886627786710477,{'was_impossible': False},33,634,0.6886627786710477
4868,136205,0679772677,0.0,0.6887712652005433,{'was_impossible': False},98,55,0.6887712652005433
26090,227447,0553289411,0.0,0.6888731504694943,{'was_impossible': False},299,75,0.6888731504694943
22419,155147,006101351X,0.0,0.688967352207662,{'was_impossible': False},81,162,0.688967352207662
16522,251642,0425170349,0.0,0.6890465733671838,{'was_impossible': False},29,49,0.6890465733671838
26180,185233,0671004549,0.0,0.6893162952480174,{'was_impossible': False},349,50,0.6893162952480174
6074,27947,0553580221,0.0,0.6894899815586002,{'was_impossible': False},30,78,0.6894899815586002
9847,214272,0802130208,0.0,0.6901905055297939,{'was_impossible': False},27,46,0.6901905055297939
11270,167349,0671004573,0.0,0.6902419331993488,{'was_impossible': False},103,81,0.6902419331993488
12333,187145,0440224071,8.0,0.6902539868987714,{'was_impossible': False},146,19,7.309746013101229
25114,115120,0440226430,0.0,0.6903278231169354,{'was_impossible': False},238,200,0.6903278231169354
9332,269719,0451188462,0.0,0.6903652672788718,{'was_impossible': False},107,47,0.6903652672788718
3567,207721,0804111359,0.0,0.6904195334183285,{'was_impossible': False},53,91,0.6904195334183285
11330,178223,1401088945,0.0,0.6906535144723411,{'was_impossible': False},16,46,0.6906535144723411
12625,130438,0446611808,0.0,0.6908719844118685,{'was_impossible': False},46,63,0.6908719844118685
31389,114414,0060930535,0.0,0.690880389449698,{'was_impossible': False},206,168,0.690880389449698
32754,72992,0971880107,0.0,0.6908824535572624,{'was_impossible': False},3,634,0.6908824535572624
2867,28204,0743225325,0.0,0.6910065101542404,{'was_impossible': False},128,25,0.6910065101542404
22852,51094,0671024094,0.0,0.6912659829746948,{'was_impossible': False},55,38,0.6912659829746948
15694,175329,0446530387,0.0,0.6913628409104717,{'was_impossible': False},23,24,0.6913628409104717
12374,161974,0553580221,0.0,0.6915770183905816,{'was_impossible': False},39,78,0.6915770183905816
30217,195469,006101351X,0.0,0.6917962974922673,{'was_impossible': False},54,162,0.6917962974922673
25174,238781,0446364495,10.0,0.6918924274972831,{'was_impossible': False},173,23,9.308107572502717
3858,213350,0553279556,0.0,0.6919739966105498,{'was_impossible': False},61,103,0.6919739966105498
11279,278418,0440211727,0.0,0.6922392871582683,{'was_impossible': False},184,227,0.6922392871582683
17689,52853,0515131229,7.0,0.6922424623114942,{'was_impossible': False},104,120,6.307757537688506
24877,242824,0553280368,0.0,0.6923135154955589,{'was_impossible': False},108,114,0.6923135154955589
21078,143253,0425148297,0.0,0.6926454012199676,{'was_impossible': False},107,44,0.6926454012199676
26737,35859,0553579606,0.0,0.6926616833234587,{'was_impossible': False},548,78,0.6926616833234587
9274,196466,0515087122,7.0,0.6928314218551284,{'was_impossible': False},61,40,6.307168578144871
8093,43246,0425167720,0.0,0.6929120941122178,{'was_impossible': False},275,35,0.6929120941122178
28350,161752,0671002481,0.0,0.693181970164436,{'was_impossible': False},58,53,0.693181970164436
5171,150968,1551668912,0.0,0.6933547045219264,{'was_impossible': False},109,38,0.6933547045219264
29213,217173,0425142485,0.0,0.6935030569624621,{'was_impossible': False},11,45,0.6935030569624621
3029,164027,0060930535,5.0,0.6935097604064095,{'was_impossible': False},78,168,4.3064902395935905
24176,135831,0345425707,0.0,0.6938100151412643,{'was_impossible': False},122,20,0.6938100151412643
25732,36836,0688170528,0.0,0.694011839781431,{'was_impossible': False},163,40,0.694011839781431
18912,205735,0446603589,0.0,0.6940707482102033,{'was_impossible': False},77,68,0.6940707482102033
18204,225810,0446350982,0.0,0.6940835802288061,{'was_impossible': False},196,47,0.6940835802288061
30595,190708,0061098361,8.0,0.6943410125705411,{'was_impossible': False},88,32,7.305658987429458
10139,225810,0515090506,0.0,0.6943752864307724,{'was_impossible': False},196,34,0.6943752864307724
27567,35857,0553280147,0.0,0.6945540674281006,{'was_impossible': False},188,26,0.6945540674281006
2789,194669,051510566X,0.0,0.6945690530420103,{'was_impossible': False},81,27,0.6945690530420103
34593,232131,0451202341,0.0,0.6946446968206526,{'was_impossible': False},367,65,0.6946446968206526
28989,164027,0609804138,5.0,0.6949758276105489,{'was_impossible': False},78,93,4.305024172389452
24302,102967,080410526X,0.0,0.6951424625269473,{'was_impossible': False},401,123,0.6951424625269473
20930,226879,0312963009,0.0,0.6952421062887735,{'was_impossible': False},51,35,0.6952421062887735
47,263877,0312980159,0.0,0.6954328711799205,{'was_impossible': False},109,74,0.6954328711799205
29146,114414,0316284955,0.0,0.6957954090420708,{'was_impossible': False},206,136,0.6957954090420708
11762,130474,0425163385,0.0,0.6958528374675672,{'was_impossible': False},184,36,0.6958528374675672
9640,127429,0070212570,0.0,0.6964758125392816,{'was_impossible': False},118,102,0.6964758125392816
25843,199772,0743246071,0.0,0.696486920931829,{'was_impossible': False},15,26,0.696486920931829
11098,265313,0451155750,0.0,0.6964882531430532,{'was_impossible': False},210,35,0.6964882531430532
11392,102967,0440220602,0.0,0.6965360886837222,{'was_impossible': False},401,172,0.6965360886837222
31576,18067,0156711427,5.0,0.6969878273092476,{'was_impossible': False},46,32,4.303012172690752
21177,36606,0515134368,0.0,0.6970943101615898,{'was_impossible': False},238,33,0.6970943101615898
11527,41057,0425172996,0.0,0.6971766555949621,{'was_impossible': False},20,47,0.6971766555949621
3054,75860,0553269631,0.0,0.6974433490215481,{'was_impossible': False},75,25,0.6974433490215481
16308,251642,0440241073,0.0,0.6975370619417578,{'was_impossible': False},29,148,0.6975370619417578
6070,96054,0446610399,0.0,0.6975575968575285,{'was_impossible': False},61,74,0.6975575968575285
33781,55548,0425124347,0.0,0.6976963335269573,{'was_impossible': False},127,61,0.6976963335269573
25039,123981,0316781266,0.0,0.6978617591330631,{'was_impossible': False},229,81,0.6978617591330631
23848,98741,0805063897,0.0,0.6979711144170329,{'was_impossible': False},231,116,0.6979711144170329
14990,55734,044022165X,9.0,0.697973351095754,{'was_impossible': False},90,162,8.302026648904246
26804,208568,0451205146,0.0,0.6980794563557178,{'was_impossible': False},27,19,0.6980794563557178
3711,196466,0345404769,0.0,0.6981376885068302,{'was_impossible': False},61,50,0.6981376885068302
19085,197775,0553580221,0.0,0.6981911660056683,{'was_impossible': False},74,78,0.6981911660056683
18553,36606,0061099708,0.0,0.69832661113745,{'was_impossible': False},238,43,0.69832661113745
25688,69355,0671027662,0.0,0.6983426856895179,{'was_impossible': False},104,54,0.6983426856895179
6643,196466,0425167313,0.0,0.6983912068096838,{'was_impossible': False},61,101,0.6983912068096838
6626,242824,0440211727,0.0,0.6984063233182007,{'was_impossible': False},108,227,0.6984063233182007
10547,153563,0743436210,0.0,0.6986248647522064,{'was_impossible': False},19,66,0.6986248647522064
33706,124942,0060930535,0.0,0.6988687499949988,{'was_impossible': False},179,168,0.6988687499949988
4547,43246,0425167313,0.0,0.6992997324657002,{'was_impossible': False},275,101,0.6992997324657002
33281,155147,042513699X,0.0,0.6993363752217805,{'was_impossible': False},81,72,0.6993363752217805
14413,172030,0553284118,0.0,0.6993487275870693,{'was_impossible': False},110,27,0.6993487275870693
2711,196077,0671727583,0.0,0.6993663672390666,{'was_impossible': False},275,52,0.6993663672390666
29255,52584,0425115801,0.0,0.6994527221762645,{'was_impossible': False},329,75,0.6994527221762645
7207,217375,0440225701,0.0,0.6995208457361597,{'was_impossible': False},256,155,0.6995208457361597
8458,178667,0440221471,5.0,0.6996591023428365,{'was_impossible': False},182,162,4.300340897657163
5908,148744,0425137562,0.0,0.6998120583548368,{'was_impossible': False},250,41,0.6998120583548368
3385,260897,0446604275,0.0,0.6998445986739572,{'was_impossible': False},107,47,0.6998445986739572
7809,129851,044023574X,0.0,0.6998584100084746,{'was_impossible': False},34,24,0.6998584100084746
10725,154730,0385720955,0.0,0.6999520669117751,{'was_impossible': False},33,68,0.6999520669117751
27931,170184,0399150897,0.0,0.699993704584355,{'was_impossible': False},51,50,0.699993704584355
3576,222296,0553569058,0.0,0.700011784802981,{'was_impossible': False},81,51,0.700011784802981
9467,36606,0553582755,0.0,0.7006491931874292,{'was_impossible': False},238,74,0.7006491931874292
26366,268330,038000321X,0.0,0.7006832133532299,{'was_impossible': False},122,34,0.7006832133532299
15913,14521,0553269631,10.0,0.7007744052410427,{'was_impossible': False},164,25,9.299225594758957
27925,116599,0312966806,0.0,0.7008911156957631,{'was_impossible': False},54,55,0.7008911156957631
12735,120090,0440211891,0.0,0.701106962322033,{'was_impossible': False},37,45,0.701106962322033
28682,186570,0451128370,0.0,0.7011773869156701,{'was_impossible': False},119,27,0.7011773869156701
5811,144531,0446525774,0.0,0.7012389735868048,{'was_impossible': False},137,27,0.7012389735868048
